dt,AverageTemperature,City,Latitude,Longitude,month,year,Average 20 years,gap1,gap2
2/1/1909,18.11,Sydney,34.56S,151.78E,2,1909,,,
3/1/1909,19.344,Sydney,34.56S,151.78E,3,1909,,,
4/1/1909,16.51,Sydney,34.56S,151.78E,4,1909,,,
5/1/1909,15.72,Sydney,34.56S,151.78E,5,1909,,,
6/1/1909,14.994,Sydney,34.56S,151.78E,6,1909,,,
7/1/1909,12.889,Sydney,34.56S,151.78E,7,1909,,,
8/1/1909,13.624,Sydney,34.56S,151.78E,8,1909,,,
9/1/1909,14.481,Sydney,34.56S,151.78E,9,1909,,,
10/1/1909,16.56,Sydney,34.56S,151.78E,10,1909,,,
11/1/1909,17.605,Sydney,34.56S,151.78E,11,1909,,,
12/1/1909,18.407,Sydney,34.56S,151.78E,12,1909,,,
1/1/1910,19.259,Sydney,34.56S,151.78E,1,1910,,,
2/1/1910,19.497,Sydney,34.56S,151.78E,2,1910,,,
3/1/1910,18.432,Sydney,34.56S,151.78E,3,1910,,,
4/1/1910,17.987,Sydney,34.56S,151.78E,4,1910,,,
5/1/1910,16.777,Sydney,34.56S,151.78E,5,1910,,,
6/1/1910,15.29,Sydney,34.56S,151.78E,6,1910,,,
7/1/1910,13.858,Sydney,34.56S,151.78E,7,1910,,,
8/1/1910,15.176,Sydney,34.56S,151.78E,8,1910,,,
9/1/1910,16.363,Sydney,34.56S,151.78E,9,1910,,,
10/1/1910,15.508,Sydney,34.56S,151.78E,10,1910,,,
11/1/1910,16.848,Sydney,34.56S,151.78E,11,1910,,,
12/1/1910,18.156,Sydney,34.56S,151.78E,12,1910,,,
1/1/1911,18.226,Sydney,34.56S,151.78E,1,1911,,,
2/1/1911,19.246,Sydney,34.56S,151.78E,2,1911,,,
3/1/1911,18.849,Sydney,34.56S,151.78E,3,1911,,,
4/1/1911,16.864,Sydney,34.56S,151.78E,4,1911,,,
5/1/1911,16.387,Sydney,34.56S,151.78E,5,1911,,,
6/1/1911,13.591,Sydney,34.56S,151.78E,6,1911,,,
7/1/1911,13.867,Sydney,34.56S,151.78E,7,1911,,,
8/1/1911,14.504,Sydney,34.56S,151.78E,8,1911,,,
9/1/1911,16.137,Sydney,34.56S,151.78E,9,1911,,,
10/1/1911,16.267,Sydney,34.56S,151.78E,10,1911,,,
11/1/1911,18.791,Sydney,34.56S,151.78E,11,1911,,,
12/1/1911,19.527,Sydney,34.56S,151.78E,12,1911,,,
1/1/1912,19.31,Sydney,34.56S,151.78E,1,1912,,,
2/1/1912,20.26,Sydney,34.56S,151.78E,2,1912,,,
3/1/1912,19.573,Sydney,34.56S,151.78E,3,1912,,,
4/1/1912,17.57,Sydney,34.56S,151.78E,4,1912,,,
5/1/1912,15.703,Sydney,34.56S,151.78E,5,1912,,,
6/1/1912,14.746,Sydney,34.56S,151.78E,6,1912,,,
7/1/1912,13.982,Sydney,34.56S,151.78E,7,1912,,,
8/1/1912,14.553,Sydney,34.56S,151.78E,8,1912,,,
9/1/1912,15.613,Sydney,34.56S,151.78E,9,1912,,,
10/1/1912,16.67,Sydney,34.56S,151.78E,10,1912,,,
11/1/1912,18.178,Sydney,34.56S,151.78E,11,1912,,,
12/1/1912,18.996,Sydney,34.56S,151.78E,12,1912,,,
1/1/1913,20.107,Sydney,34.56S,151.78E,1,1913,,,
2/1/1913,21.085,Sydney,34.56S,151.78E,2,1913,,,
3/1/1913,19.37,Sydney,34.56S,151.78E,3,1913,,,
4/1/1913,18.295,Sydney,34.56S,151.78E,4,1913,,,
5/1/1913,15.759,Sydney,34.56S,151.78E,5,1913,,,
6/1/1913,14.416,Sydney,34.56S,151.78E,6,1913,,,
7/1/1913,14.449,Sydney,34.56S,151.78E,7,1913,,,
8/1/1913,14.255,Sydney,34.56S,151.78E,8,1913,,,
9/1/1913,15.311,Sydney,34.56S,151.78E,9,1913,,,
10/1/1913,17.575,Sydney,34.56S,151.78E,10,1913,,,
11/1/1913,17.088,Sydney,34.56S,151.78E,11,1913,,,
12/1/1913,19.004,Sydney,34.56S,151.78E,12,1913,,,
1/1/1914,20.449,Sydney,34.56S,151.78E,1,1914,,,
2/1/1914,20.387,Sydney,34.56S,151.78E,2,1914,,,
3/1/1914,20.348,Sydney,34.56S,151.78E,3,1914,,,
4/1/1914,19.342,Sydney,34.56S,151.78E,4,1914,,,
5/1/1914,16.795,Sydney,34.56S,151.78E,5,1914,,,
6/1/1914,15.272,Sydney,34.56S,151.78E,6,1914,,,
7/1/1914,14.036,Sydney,34.56S,151.78E,7,1914,,,
8/1/1914,15.386,Sydney,34.56S,151.78E,8,1914,,,
9/1/1914,15.837,Sydney,34.56S,151.78E,9,1914,,,
10/1/1914,17.172,Sydney,34.56S,151.78E,10,1914,,,
11/1/1914,19.575,Sydney,34.56S,151.78E,11,1914,,,
12/1/1914,19.897,Sydney,34.56S,151.78E,12,1914,,,
1/1/1915,19.523,Sydney,34.56S,151.78E,1,1915,,,
2/1/1915,21.278,Sydney,34.56S,151.78E,2,1915,,,
3/1/1915,20.336,Sydney,34.56S,151.78E,3,1915,,,
4/1/1915,18.158,Sydney,34.56S,151.78E,4,1915,,,
5/1/1915,15.769,Sydney,34.56S,151.78E,5,1915,,,
6/1/1915,15.016,Sydney,34.56S,151.78E,6,1915,,,
7/1/1915,14.488,Sydney,34.56S,151.78E,7,1915,,,
8/1/1915,14.547,Sydney,34.56S,151.78E,8,1915,,,
9/1/1915,16.195,Sydney,34.56S,151.78E,9,1915,,,
10/1/1915,16.437,Sydney,34.56S,151.78E,10,1915,,,
11/1/1915,18.022,Sydney,34.56S,151.78E,11,1915,,,
12/1/1915,17.91,Sydney,34.56S,151.78E,12,1915,,,
1/1/1916,20.495,Sydney,34.56S,151.78E,1,1916,,,
2/1/1916,20.212,Sydney,34.56S,151.78E,2,1916,,,
3/1/1916,19.029,Sydney,34.56S,151.78E,3,1916,,,
4/1/1916,17.747,Sydney,34.56S,151.78E,4,1916,,,
5/1/1916,16.312,Sydney,34.56S,151.78E,5,1916,,,
6/1/1916,15.099,Sydney,34.56S,151.78E,6,1916,,,
7/1/1916,14.232,Sydney,34.56S,151.78E,7,1916,,,
8/1/1916,14.267,Sydney,34.56S,151.78E,8,1916,,,
9/1/1916,16.113,Sydney,34.56S,151.78E,9,1916,,,
10/1/1916,15.786,Sydney,34.56S,151.78E,10,1916,,,
11/1/1916,15.891,Sydney,34.56S,151.78E,11,1916,,,
12/1/1916,18.41,Sydney,34.56S,151.78E,12,1916,,,
1/1/1917,20.309,Sydney,34.56S,151.78E,1,1917,,,
2/1/1917,18.418,Sydney,34.56S,151.78E,2,1917,,,
3/1/1917,18.952,Sydney,34.56S,151.78E,3,1917,,,
4/1/1917,16.262,Sydney,34.56S,151.78E,4,1917,,,
5/1/1917,14.783,Sydney,34.56S,151.78E,5,1917,,,
6/1/1917,14.497,Sydney,34.56S,151.78E,6,1917,,,
7/1/1917,14.204,Sydney,34.56S,151.78E,7,1917,,,
8/1/1917,13.602,Sydney,34.56S,151.78E,8,1917,,,
9/1/1917,15.559,Sydney,34.56S,151.78E,9,1917,,,
10/1/1917,16.414,Sydney,34.56S,151.78E,10,1917,,,
11/1/1917,16.742,Sydney,34.56S,151.78E,11,1917,,,
12/1/1917,18.839,Sydney,34.56S,151.78E,12,1917,,,
1/1/1918,18.304,Sydney,34.56S,151.78E,1,1918,,,
2/1/1918,18.566,Sydney,34.56S,151.78E,2,1918,,,
3/1/1918,18.412,Sydney,34.56S,151.78E,3,1918,,,
4/1/1918,17.294,Sydney,34.56S,151.78E,4,1918,,,
5/1/1918,16.637,Sydney,34.56S,151.78E,5,1918,,,
6/1/1918,14.499,Sydney,34.56S,151.78E,6,1918,,,
7/1/1918,13.064,Sydney,34.56S,151.78E,7,1918,,,
8/1/1918,14.753,Sydney,34.56S,151.78E,8,1918,,,
9/1/1918,15.266,Sydney,34.56S,151.78E,9,1918,,,
10/1/1918,15.524,Sydney,34.56S,151.78E,10,1918,,,
11/1/1918,17.488,Sydney,34.56S,151.78E,11,1918,,,
12/1/1918,18.954,Sydney,34.56S,151.78E,12,1918,,,
1/1/1919,20.111,Sydney,34.56S,151.78E,1,1919,,,
2/1/1919,20.461,Sydney,34.56S,151.78E,2,1919,,,
3/1/1919,19.537,Sydney,34.56S,151.78E,3,1919,,,
4/1/1919,18.46,Sydney,34.56S,151.78E,4,1919,,,
5/1/1919,17.782,Sydney,34.56S,151.78E,5,1919,,,
6/1/1919,15.432,Sydney,34.56S,151.78E,6,1919,,,
7/1/1919,13.825,Sydney,34.56S,151.78E,7,1919,,,
8/1/1919,14.112,Sydney,34.56S,151.78E,8,1919,,,
9/1/1919,15.975,Sydney,34.56S,151.78E,9,1919,,,
10/1/1919,16.708,Sydney,34.56S,151.78E,10,1919,,,
11/1/1919,18.318,Sydney,34.56S,151.78E,11,1919,,,
12/1/1919,19.37,Sydney,34.56S,151.78E,12,1919,,,
1/1/1920,18.154,Sydney,34.56S,151.78E,1,1920,,,
2/1/1920,19.034,Sydney,34.56S,151.78E,2,1920,,,
3/1/1920,18.147,Sydney,34.56S,151.78E,3,1920,,,
4/1/1920,17.172,Sydney,34.56S,151.78E,4,1920,,,
5/1/1920,15.46,Sydney,34.56S,151.78E,5,1920,,,
6/1/1920,14.827,Sydney,34.56S,151.78E,6,1920,,,
7/1/1920,14.262,Sydney,34.56S,151.78E,7,1920,,,
8/1/1920,13.605,Sydney,34.56S,151.78E,8,1920,,,
9/1/1920,15.22,Sydney,34.56S,151.78E,9,1920,,,
10/1/1920,16.343,Sydney,34.56S,151.78E,10,1920,,,
11/1/1920,18.68,Sydney,34.56S,151.78E,11,1920,,,
12/1/1920,18.883,Sydney,34.56S,151.78E,12,1920,,,
1/1/1921,18.872,Sydney,34.56S,151.78E,1,1921,,,
2/1/1921,19.663,Sydney,34.56S,151.78E,2,1921,,,
3/1/1921,19.127,Sydney,34.56S,151.78E,3,1921,,,
4/1/1921,18.214,Sydney,34.56S,151.78E,4,1921,,,
5/1/1921,17.113,Sydney,34.56S,151.78E,5,1921,,,
6/1/1921,15.322,Sydney,34.56S,151.78E,6,1921,,,
7/1/1921,15.472,Sydney,34.56S,151.78E,7,1921,,,
8/1/1921,13.396,Sydney,34.56S,151.78E,8,1921,,,
9/1/1921,16.221,Sydney,34.56S,151.78E,9,1921,,,
10/1/1921,15.25,Sydney,34.56S,151.78E,10,1921,,,
11/1/1921,18.851,Sydney,34.56S,151.78E,11,1921,,,
12/1/1921,18.298,Sydney,34.56S,151.78E,12,1921,,,
1/1/1922,18.706,Sydney,34.56S,151.78E,1,1922,,,
2/1/1922,19.419,Sydney,34.56S,151.78E,2,1922,,,
3/1/1922,19.167,Sydney,34.56S,151.78E,3,1922,,,
4/1/1922,19.697,Sydney,34.56S,151.78E,4,1922,,,
5/1/1922,16.503,Sydney,34.56S,151.78E,5,1922,,,
6/1/1922,14.879,Sydney,34.56S,151.78E,6,1922,,,
7/1/1922,13.904,Sydney,34.56S,151.78E,7,1922,,,
8/1/1922,13.91,Sydney,34.56S,151.78E,8,1922,,,
9/1/1922,15.265,Sydney,34.56S,151.78E,9,1922,,,
10/1/1922,17.069,Sydney,34.56S,151.78E,10,1922,,,
11/1/1922,18.564,Sydney,34.56S,151.78E,11,1922,,,
12/1/1922,19.498,Sydney,34.56S,151.78E,12,1922,,,
1/1/1923,19.324,Sydney,34.56S,151.78E,1,1923,,,
2/1/1923,20,Sydney,34.56S,151.78E,2,1923,,,
3/1/1923,20.429,Sydney,34.56S,151.78E,3,1923,,,
4/1/1923,17.921,Sydney,34.56S,151.78E,4,1923,,,
5/1/1923,17.638,Sydney,34.56S,151.78E,5,1923,,,
6/1/1923,15.313,Sydney,34.56S,151.78E,6,1923,,,
7/1/1923,13.951,Sydney,34.56S,151.78E,7,1923,,,
8/1/1923,14.064,Sydney,34.56S,151.78E,8,1923,,,
9/1/1923,15.493,Sydney,34.56S,151.78E,9,1923,,,
10/1/1923,16.04,Sydney,34.56S,151.78E,10,1923,,,
11/1/1923,16.358,Sydney,34.56S,151.78E,11,1923,,,
12/1/1923,19.9,Sydney,34.56S,151.78E,12,1923,,,
1/1/1924,19.15,Sydney,34.56S,151.78E,1,1924,,,
2/1/1924,19.658,Sydney,34.56S,151.78E,2,1924,,,
3/1/1924,19.214,Sydney,34.56S,151.78E,3,1924,,,
4/1/1924,17.183,Sydney,34.56S,151.78E,4,1924,,,
5/1/1924,15.77,Sydney,34.56S,151.78E,5,1924,,,
6/1/1924,14.04,Sydney,34.56S,151.78E,6,1924,,,
7/1/1924,14.167,Sydney,34.56S,151.78E,7,1924,,,
8/1/1924,14.62,Sydney,34.56S,151.78E,8,1924,,,
9/1/1924,15.978,Sydney,34.56S,151.78E,9,1924,,,
10/1/1924,16.572,Sydney,34.56S,151.78E,10,1924,,,
11/1/1924,16.833,Sydney,34.56S,151.78E,11,1924,,,
12/1/1924,16.557,Sydney,34.56S,151.78E,12,1924,,,
1/1/1925,17.991,Sydney,34.56S,151.78E,1,1925,,,
2/1/1925,19.799,Sydney,34.56S,151.78E,2,1925,,,
3/1/1925,18.345,Sydney,34.56S,151.78E,3,1925,,,
4/1/1925,17.991,Sydney,34.56S,151.78E,4,1925,,,
5/1/1925,16.575,Sydney,34.56S,151.78E,5,1925,,,
6/1/1925,15.326,Sydney,34.56S,151.78E,6,1925,,,
7/1/1925,13.419,Sydney,34.56S,151.78E,7,1925,,,
8/1/1925,13.447,Sydney,34.56S,151.78E,8,1925,,,
9/1/1925,13.802,Sydney,34.56S,151.78E,9,1925,,,
10/1/1925,15.797,Sydney,34.56S,151.78E,10,1925,,,
11/1/1925,17.291,Sydney,34.56S,151.78E,11,1925,,,
12/1/1925,18.825,Sydney,34.56S,151.78E,12,1925,,,
1/1/1926,19.236,Sydney,34.56S,151.78E,1,1926,,,
2/1/1926,21.771,Sydney,34.56S,151.78E,2,1926,,,
3/1/1926,19.539,Sydney,34.56S,151.78E,3,1926,,,
4/1/1926,18.64,Sydney,34.56S,151.78E,4,1926,,,
5/1/1926,15.639,Sydney,34.56S,151.78E,5,1926,,,
6/1/1926,15.321,Sydney,34.56S,151.78E,6,1926,,,
7/1/1926,14.565,Sydney,34.56S,151.78E,7,1926,,,
8/1/1926,14.514,Sydney,34.56S,151.78E,8,1926,,,
9/1/1926,15.152,Sydney,34.56S,151.78E,9,1926,,,
10/1/1926,17.095,Sydney,34.56S,151.78E,10,1926,,,
11/1/1926,18.016,Sydney,34.56S,151.78E,11,1926,,,
12/1/1926,17.521,Sydney,34.56S,151.78E,12,1926,,,
1/1/1927,19.243,Sydney,34.56S,151.78E,1,1927,,,
2/1/1927,19.26,Sydney,34.56S,151.78E,2,1927,,,
3/1/1927,19.004,Sydney,34.56S,151.78E,3,1927,,,
4/1/1927,17.111,Sydney,34.56S,151.78E,4,1927,,,
5/1/1927,15.514,Sydney,34.56S,151.78E,5,1927,,,
6/1/1927,13.312,Sydney,34.56S,151.78E,6,1927,,,
7/1/1927,13.479,Sydney,34.56S,151.78E,7,1927,,,
8/1/1927,13.55,Sydney,34.56S,151.78E,8,1927,,,
9/1/1927,14.325,Sydney,34.56S,151.78E,9,1927,,,
10/1/1927,16.616,Sydney,34.56S,151.78E,10,1927,,,
11/1/1927,17.828,Sydney,34.56S,151.78E,11,1927,,,
12/1/1927,17.787,Sydney,34.56S,151.78E,12,1927,,,
1/1/1928,18.442,Sydney,34.56S,151.78E,1,1928,,,
2/1/1928,20.377,Sydney,34.56S,151.78E,2,1928,,,
3/1/1928,20.012,Sydney,34.56S,151.78E,3,1928,,,
4/1/1928,19.085,Sydney,34.56S,151.78E,4,1928,,,
5/1/1928,15.433,Sydney,34.56S,151.78E,5,1928,,,
6/1/1928,14.386,Sydney,34.56S,151.78E,6,1928,,,
7/1/1928,14.704,Sydney,34.56S,151.78E,7,1928,,,
8/1/1928,15.837,Sydney,34.56S,151.78E,8,1928,,,
9/1/1928,16.812,Sydney,34.56S,151.78E,9,1928,,,
10/1/1928,16.739,Sydney,34.56S,151.78E,10,1928,,,
11/1/1928,17.871,Sydney,34.56S,151.78E,11,1928,,,
12/1/1928,19.069,Sydney,34.56S,151.78E,12,1928,,,
1/1/1929,21.449,Sydney,34.56S,151.78E,1,1929,,,
2/1/1929,19.745,Sydney,34.56S,151.78E,2,1929,,,
3/1/1929,19.36,Sydney,34.56S,151.78E,3,1929,,,
4/1/1929,17.67,Sydney,34.56S,151.78E,4,1929,,,
5/1/1929,15.762,Sydney,34.56S,151.78E,5,1929,,,
6/1/1929,13.942,Sydney,34.56S,151.78E,6,1929,,,
7/1/1929,12.603,Sydney,34.56S,151.78E,7,1929,,,
8/1/1929,13.996,Sydney,34.56S,151.78E,8,1929,,,
9/1/1929,14.441,Sydney,34.56S,151.78E,9,1929,,,
10/1/1929,15.806,Sydney,34.56S,151.78E,10,1929,,,
11/1/1929,16.543,Sydney,34.56S,151.78E,11,1929,,,
12/1/1929,18.943,Sydney,34.56S,151.78E,12,1929,,,
1/1/1930,18.559,Sydney,34.56S,151.78E,1,1930,,,
2/1/1930,20.783,Sydney,34.56S,151.78E,2,1930,,,
3/1/1930,18.717,Sydney,34.56S,151.78E,3,1930,,,
4/1/1930,16.983,Sydney,34.56S,151.78E,4,1930,,,
5/1/1930,16.129,Sydney,34.56S,151.78E,5,1930,,,
6/1/1930,15.464,Sydney,34.56S,151.78E,6,1930,,,
7/1/1930,14.98,Sydney,34.56S,151.78E,7,1930,,,
8/1/1930,14.588,Sydney,34.56S,151.78E,8,1930,,,
9/1/1930,15.023,Sydney,34.56S,151.78E,9,1930,,,
10/1/1930,17.182,Sydney,34.56S,151.78E,10,1930,,,
11/1/1930,18.218,Sydney,34.56S,151.78E,11,1930,,,
12/1/1930,18.549,Sydney,34.56S,151.78E,12,1930,,,
1/1/1931,19.709,Sydney,34.56S,151.78E,1,1931,,,
2/1/1931,19.317,Sydney,34.56S,151.78E,2,1931,,,
3/1/1931,19.858,Sydney,34.56S,151.78E,3,1931,,,
4/1/1931,17.407,Sydney,34.56S,151.78E,4,1931,,,
5/1/1931,16.877,Sydney,34.56S,151.78E,5,1931,,,
6/1/1931,14.888,Sydney,34.56S,151.78E,6,1931,,,
7/1/1931,13.97,Sydney,34.56S,151.78E,7,1931,,,
8/1/1931,14.315,Sydney,34.56S,151.78E,8,1931,,,
9/1/1931,15.307,Sydney,34.56S,151.78E,9,1931,,,
10/1/1931,15.722,Sydney,34.56S,151.78E,10,1931,,,
11/1/1931,17.151,Sydney,34.56S,151.78E,11,1931,,,
12/1/1931,17.747,Sydney,34.56S,151.78E,12,1931,,,
1/1/1932,20.547,Sydney,34.56S,151.78E,1,1932,,,
2/1/1932,19.795,Sydney,34.56S,151.78E,2,1932,,,
3/1/1932,19.899,Sydney,34.56S,151.78E,3,1932,,,
4/1/1932,18.046,Sydney,34.56S,151.78E,4,1932,,,
5/1/1932,16.306,Sydney,34.56S,151.78E,5,1932,,,
6/1/1932,13.997,Sydney,34.56S,151.78E,6,1932,,,
7/1/1932,13.433,Sydney,34.56S,151.78E,7,1932,,,
8/1/1932,14.719,Sydney,34.56S,151.78E,8,1932,,,
9/1/1932,15.066,Sydney,34.56S,151.78E,9,1932,,,
10/1/1932,15.519,Sydney,34.56S,151.78E,10,1932,,,
11/1/1932,18.086,Sydney,34.56S,151.78E,11,1932,,,
12/1/1932,18.182,Sydney,34.56S,151.78E,12,1932,,,
1/1/1933,18.868,Sydney,34.56S,151.78E,1,1933,,,
2/1/1933,19.293,Sydney,34.56S,151.78E,2,1933,,,
3/1/1933,19.618,Sydney,34.56S,151.78E,3,1933,,,
4/1/1933,17.324,Sydney,34.56S,151.78E,4,1933,,,
5/1/1933,16.402,Sydney,34.56S,151.78E,5,1933,,,
6/1/1933,15.087,Sydney,34.56S,151.78E,6,1933,,,
7/1/1933,14.833,Sydney,34.56S,151.78E,7,1933,,,
8/1/1933,13.051,Sydney,34.56S,151.78E,8,1933,,,
9/1/1933,15.104,Sydney,34.56S,151.78E,9,1933,,,
10/1/1933,17.191,Sydney,34.56S,151.78E,10,1933,,,
11/1/1933,16.461,Sydney,34.56S,151.78E,11,1933,,,
12/1/1933,17.864,Sydney,34.56S,151.78E,12,1933,,,
1/1/1934,19.098,Sydney,34.56S,151.78E,1,1934,,,
2/1/1934,19.141,Sydney,34.56S,151.78E,2,1934,,,
3/1/1934,20.054,Sydney,34.56S,151.78E,3,1934,,,
4/1/1934,17.505,Sydney,34.56S,151.78E,4,1934,,,
5/1/1934,16.762,Sydney,34.56S,151.78E,5,1934,,,
6/1/1934,14.21,Sydney,34.56S,151.78E,6,1934,,,
7/1/1934,14.684,Sydney,34.56S,151.78E,7,1934,,,
8/1/1934,14.64,Sydney,34.56S,151.78E,8,1934,,,
9/1/1934,16.115,Sydney,34.56S,151.78E,9,1934,,,
10/1/1934,15.847,Sydney,34.56S,151.78E,10,1934,,,
11/1/1934,17.365,Sydney,34.56S,151.78E,11,1934,,,
12/1/1934,17.202,Sydney,34.56S,151.78E,12,1934,,,
1/1/1935,18.893,Sydney,34.56S,151.78E,1,1935,,,
2/1/1935,19.612,Sydney,34.56S,151.78E,2,1935,,,
3/1/1935,18.48,Sydney,34.56S,151.78E,3,1935,,,
4/1/1935,17.289,Sydney,34.56S,151.78E,4,1935,,,
5/1/1935,15.393,Sydney,34.56S,151.78E,5,1935,,,
6/1/1935,13.853,Sydney,34.56S,151.78E,6,1935,,,
7/1/1935,13.706,Sydney,34.56S,151.78E,7,1935,,,
8/1/1935,14.482,Sydney,34.56S,151.78E,8,1935,,,
9/1/1935,14.43,Sydney,34.56S,151.78E,9,1935,,,
10/1/1935,16.766,Sydney,34.56S,151.78E,10,1935,,,
11/1/1935,17.473,Sydney,34.56S,151.78E,11,1935,,,
12/1/1935,18.185,Sydney,34.56S,151.78E,12,1935,,,
1/1/1936,18.859,Sydney,34.56S,151.78E,1,1936,,,
2/1/1936,18.77,Sydney,34.56S,151.78E,2,1936,,,
3/1/1936,18.929,Sydney,34.56S,151.78E,3,1936,,,
4/1/1936,16.847,Sydney,34.56S,151.78E,4,1936,,,
5/1/1936,16.214,Sydney,34.56S,151.78E,5,1936,,,
6/1/1936,13.795,Sydney,34.56S,151.78E,6,1936,,,
7/1/1936,14.105,Sydney,34.56S,151.78E,7,1936,,,
8/1/1936,15.392,Sydney,34.56S,151.78E,8,1936,,,
9/1/1936,14.718,Sydney,34.56S,151.78E,9,1936,,,
10/1/1936,16.985,Sydney,34.56S,151.78E,10,1936,,,
11/1/1936,17.461,Sydney,34.56S,151.78E,11,1936,,,
12/1/1936,19.352,Sydney,34.56S,151.78E,12,1936,,,
1/1/1937,19.67,Sydney,34.56S,151.78E,1,1937,,,
2/1/1937,18.948,Sydney,34.56S,151.78E,2,1937,,,
3/1/1937,19.269,Sydney,34.56S,151.78E,3,1937,,,
4/1/1937,16.608,Sydney,34.56S,151.78E,4,1937,,,
5/1/1937,15.945,Sydney,34.56S,151.78E,5,1937,,,
6/1/1937,14.196,Sydney,34.56S,151.78E,6,1937,,,
7/1/1937,13.629,Sydney,34.56S,151.78E,7,1937,,,
8/1/1937,14.846,Sydney,34.56S,151.78E,8,1937,,,
9/1/1937,16.253,Sydney,34.56S,151.78E,9,1937,,,
10/1/1937,16.777,Sydney,34.56S,151.78E,10,1937,,,
11/1/1937,17.679,Sydney,34.56S,151.78E,11,1937,,,
12/1/1937,19.851,Sydney,34.56S,151.78E,12,1937,,,
1/1/1938,19.737,Sydney,34.56S,151.78E,1,1938,,,
2/1/1938,19.502,Sydney,34.56S,151.78E,2,1938,,,
3/1/1938,20.337,Sydney,34.56S,151.78E,3,1938,,,
4/1/1938,18.707,Sydney,34.56S,151.78E,4,1938,,,
5/1/1938,17.068,Sydney,34.56S,151.78E,5,1938,,,
6/1/1938,14.165,Sydney,34.56S,151.78E,6,1938,,,
7/1/1938,13.331,Sydney,34.56S,151.78E,7,1938,,,
8/1/1938,13.885,Sydney,34.56S,151.78E,8,1938,,,
9/1/1938,15.448,Sydney,34.56S,151.78E,9,1938,,,
10/1/1938,17.735,Sydney,34.56S,151.78E,10,1938,,,
11/1/1938,19.182,Sydney,34.56S,151.78E,11,1938,,,
12/1/1938,19.619,Sydney,34.56S,151.78E,12,1938,,,
1/1/1939,20.546,Sydney,34.56S,151.78E,1,1939,,,
2/1/1939,21.857,Sydney,34.56S,151.78E,2,1939,,,
3/1/1939,19.414,Sydney,34.56S,151.78E,3,1939,,,
4/1/1939,18.475,Sydney,34.56S,151.78E,4,1939,,,
5/1/1939,17.565,Sydney,34.56S,151.78E,5,1939,,,
6/1/1939,15.109,Sydney,34.56S,151.78E,6,1939,,,
7/1/1939,12.886,Sydney,34.56S,151.78E,7,1939,,,
8/1/1939,14.712,Sydney,34.56S,151.78E,8,1939,,,
9/1/1939,15.032,Sydney,34.56S,151.78E,9,1939,,,
10/1/1939,15.662,Sydney,34.56S,151.78E,10,1939,,,
11/1/1939,17.478,Sydney,34.56S,151.78E,11,1939,,,
12/1/1939,19.271,Sydney,34.56S,151.78E,12,1939,,,
1/1/1940,20.322,Sydney,34.56S,151.78E,1,1940,,,
2/1/1940,20.737,Sydney,34.56S,151.78E,2,1940,,,
3/1/1940,21.58,Sydney,34.56S,151.78E,3,1940,,,
4/1/1940,18.211,Sydney,34.56S,151.78E,4,1940,,,
5/1/1940,15.671,Sydney,34.56S,151.78E,5,1940,,,
6/1/1940,14.982,Sydney,34.56S,151.78E,6,1940,,,
7/1/1940,14.312,Sydney,34.56S,151.78E,7,1940,,,
8/1/1940,14.561,Sydney,34.56S,151.78E,8,1940,,,
9/1/1940,16.152,Sydney,34.56S,151.78E,9,1940,,,
10/1/1940,17.691,Sydney,34.56S,151.78E,10,1940,,,
11/1/1940,17.582,Sydney,34.56S,151.78E,11,1940,,,
12/1/1940,19.89,Sydney,34.56S,151.78E,12,1940,,,
1/1/1941,18.791,Sydney,34.56S,151.78E,1,1941,,,
2/1/1941,19.045,Sydney,34.56S,151.78E,2,1941,,,
3/1/1941,18.941,Sydney,34.56S,151.78E,3,1941,,,
4/1/1941,18.088,Sydney,34.56S,151.78E,4,1941,,,
5/1/1941,15.978,Sydney,34.56S,151.78E,5,1941,,,
6/1/1941,14.443,Sydney,34.56S,151.78E,6,1941,,,
7/1/1941,14.425,Sydney,34.56S,151.78E,7,1941,,,
8/1/1941,13.916,Sydney,34.56S,151.78E,8,1941,,,
9/1/1941,15.963,Sydney,34.56S,151.78E,9,1941,,,
10/1/1941,15.956,Sydney,34.56S,151.78E,10,1941,,,
11/1/1941,18.462,Sydney,34.56S,151.78E,11,1941,,,
12/1/1941,18.315,Sydney,34.56S,151.78E,12,1941,,,
1/1/1942,20.544,Sydney,34.56S,151.78E,1,1942,,,
2/1/1942,19.206,Sydney,34.56S,151.78E,2,1942,,,
3/1/1942,19.502,Sydney,34.56S,151.78E,3,1942,,,
4/1/1942,17.922,Sydney,34.56S,151.78E,4,1942,,,
5/1/1942,17.654,Sydney,34.56S,151.78E,5,1942,,,
6/1/1942,15.449,Sydney,34.56S,151.78E,6,1942,,,
7/1/1942,14.1,Sydney,34.56S,151.78E,7,1942,,,
8/1/1942,15.246,Sydney,34.56S,151.78E,8,1942,,,
9/1/1942,15.827,Sydney,34.56S,151.78E,9,1942,,,
10/1/1942,15.786,Sydney,34.56S,151.78E,10,1942,,,
11/1/1942,17.542,Sydney,34.56S,151.78E,11,1942,,,
12/1/1942,18.821,Sydney,34.56S,151.78E,12,1942,,,
1/1/1943,19.302,Sydney,34.56S,151.78E,1,1943,,,
2/1/1943,20.26,Sydney,34.56S,151.78E,2,1943,,,
3/1/1943,20.289,Sydney,34.56S,151.78E,3,1943,,,
